uvrstitev,startna_st,name,state,velocity_1,distance_1,SLO_1,GER_1,AUT_1,POL_1,JPN_1,NOR_1,FIN_1,CAN_1,KAZ_1,ITA_1,FRA_1,RUS_1,CZE_1,SUI_1,ROU_1,USA_1,KOR_1,SWE_1,gate_1,tocke_1,mesto_1,velocity_2,distance_2,SLO_2,GER_2,AUT_2,POL_2,JPN_2,NOR_2,FIN_2,CAN_2,KAZ_2,ITA_2,FRA_2,RUS_2,CZE_2,SUI_2,ROU_2,USA_2,KOR_2,SWE_2,gate_2,tocke_2,mesto_2,tocke,hill_size,k_point
11.,39,GEIGER Karl,GER,91.4,127.5,,,18.0,17.5,,,18.0,,,18.0,,,,17.5,,,,,16,118.3,13.,91.4,125.5,,,18.0,17.5,,,17.5,,,18.0,,,,18.0,,,,,16,117.6,12.,235.9,140,125
12.,42,EISENBICHLER Markus,GER,91.0,126.5,,,17.5,17.5,,,18.0,,,17.5,,,,17.0,,,,,16,119.4,11.,91.1,125.0,,,17.0,17.5,,,17.0,,,17.5,,,,17.0,,,,,16,116.4,14.,235.8,140,125
13.,47,KRAFT Stefan,AUT,91.1,119.0,,,18.0,17.5,,,17.0,,,17.5,,,,17.5,,,,,16,112.2,20.,90.9,130.0,,,17.5,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,122.9,6.,235.1,140,125
14.,29,AMMANN Simon,SUI,90.8,129.0,,,17.5,17.5,,,17.0,,,18.0,,,,17.5,,,,,16,120.6,6.,91.0,120.0,,,17.5,17.5,,,17.5,,,17.0,,,,17.5,,,,,16,113.1,17.,233.7,140,125
15.,18,HAYBOECK Michael,AUT,91.6,129.5,,,18.0,18.0,,,18.0,,,18.0,,,,18.5,,,,,16,119.9,9.,91.5,121.5,,,17.5,17.5,,,17.5,,,18.0,,,,18.0,,,,,16,111.2,18.,231.1,140,125
16.,30,PREVC Peter,SLO,91.1,127.0,,,17.0,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,117.5,14.,91.2,124.0,,,18.0,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,113.4,16.,230.9,140,125
17.,34,KOT Maciej,POL,91.5,124.0,,,17.0,17.5,,,18.0,,,17.5,,,,17.0,,,,,16,115.4,16.,91.4,126.0,,,17.5,17.5,,,18.0,,,18.0,,,,18.0,,,,,16,115.4,15.,230.8,140,125
18.,27,HUBER Daniel,AUT,91.0,127.0,,,18.0,17.5,,,18.0,,,17.5,,,,18.0,,,,,16,114.5,17.,90.9,125.0,,,17.0,17.0,,,17.0,,,17.5,,,,17.0,,,,,16,109.3,20.,223.8,140,125
19.,28,STJERNEN Andreas,NOR,91.8,133.0,,,10.5,11.0,,,8.0,,,11.0,,,,11.0,,,,,16,104.3,28.,91.6,124.0,,,17.5,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,117.1,13.,221.4,140,125
20.,20,TAKEUCHI Taku,JPN,91.3,126.0,,,18.0,18.0,,,17.5,,,17.5,,,,18.0,,,,,16,113.1,19.,91.0,121.5,,,17.5,17.5,,,17.5,,,17.5,,,,18.0,,,,,16,107.1,22.,220.2,140,125
21.,23,AIGNER Clemens,AUT,91.3,128.0,,,17.5,17.5,,,18.0,,,18.0,,,,17.5,,,,,16,113.5,18.,91.2,121.5,,,17.5,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,106.6,23.,220.1,140,125
22.,37,FETTNER Manuel,AUT,91.4,120.5,,,17.0,17.5,,,17.0,,,17.5,,,,17.0,,,,,16,107.9,24.,91.2,120.5,,,17.0,17.5,,,17.5,,,17.5,,,,17.0,,,,,16,109.7,19.,217.6,140,125
22.,35,HULA Stefan,POL,91.4,120.5,,,17.5,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,109.5,22.,91.2,120.5,,,17.0,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,108.1,21.,217.6,140,125
24.,24,ZAJC Timi,SLO,90.9,128.5,,,18.0,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,116.1,15.,90.7,117.0,,,17.0,16.5,,,16.5,,,17.0,,,,16.5,,,,,16,98.6,28.,214.7,140,125
25.,36,LEYHE Stephan,GER,91.3,118.0,,,17.5,17.0,,,17.0,,,17.5,,,,17.0,,,,,16,105.0,27.,91.2,118.0,,,17.5,17.0,,,17.0,,,17.5,,,,17.5,,,,,16,106.5,24.,211.5,140,125
26.,32,SEMENIC Anze,SLO,91.2,122.0,,,17.5,17.5,,,17.5,,,17.5,,,,17.0,,,,,16,109.1,23.,90.9,117.0,,,17.0,17.0,,,17.0,,,17.0,,,,17.0,,,,,16,101.0,27.,210.1,140,125
27.,33,PASCHKE Pius,GER,90.8,119.5,,,17.0,17.0,,,16.5,,,17.5,,,,16.5,,,,,16,103.3,30.,90.7,117.5,,,17.0,17.0,,,17.0,,,17.0,,,,17.0,,,,,16,102.6,25.,205.9,140,125
28.,8,PEIER Killian,SUI,91.1,117.5,,,16.5,16.5,,,16.5,,,17.0,,,,17.0,,,,,16,104.3,28.,91.1,117.5,,,17.5,17.0,,,17.0,,,17.0,,,,17.0,,,,,16,101.5,26.,205.8,140,125
29.,4,PREVC Domen,SLO,91.1,123.5,,,17.0,17.5,,,17.0,,,17.5,,,,17.5,,,,,16,107.0,25.,90.8,113.5,,,17.0,17.0,,,16.5,,,17.0,,,,16.5,,,,,16,96.9,30.,203.9,140,125
30.,19,KORNILOV Denis,RUS,91.3,124.0,,,17.0,17.5,,,17.0,,,17.5,,,,17.5,,,,,16,105.9,26.,91.0,113.5,,,17.0,17.0,,,17.0,,,17.0,,,,16.5,,,,,16,97.8,29.,203.7,140,125
1.,69,FREITAG Richard,GER,91.2,137.5,,,18.5,18.5,,,19.0,,,19.0,,,,19.0,,,,,16,141.3,1.,91.5,135.0,,,19.0,19.0,,,19.0,,,18.5,,,,19.5,,,,,16,145.1,1.,286.4,140,125
2.,66,STOCH Kamil,POL,91.0,137.0,,,18.5,19.0,,,19.0,,,19.0,,,,19.0,,,,,16,137.3,3.,91.2,133.0,,,18.5,19.0,,,19.0,,,18.5,,,,18.5,,,,,16,137.5,5.,274.8,140,125
3.,65,KRAFT Stefan,AUT,91.4,137.0,,,18.0,18.5,,,18.5,,,18.5,,,,19.0,,,,,16,135.5,5.,91.3,134.5,,,19.0,18.5,,,19.0,,,18.5,,,,19.0,,,,,16,139.2,3.,274.7,140,125
4.,63,FORFANG Johann Andre,NOR,91.6,133.5,,,18.5,18.0,,,18.5,,,18.5,,,,18.5,,,,,16,133.7,6.,91.5,135.5,,,19.0,18.5,,,18.5,,,18.5,,,,19.0,,,,,16,138.6,4.,272.3,140,125
5.,61,EISENBICHLER Markus,GER,91.5,133.5,,,18.5,18.0,,,18.5,,,18.5,,,,18.5,,,,,16,135.6,4.,91.3,132.0,,,18.5,18.0,,,18.5,,,18.5,,,,18.0,,,,,16,135.3,7.,270.9,140,125
6.,68,WELLINGER Andreas,GER,91.3,134.0,,,18.5,18.5,,,18.5,,,18.5,,,,18.5,,,,,16,133.3,7.,91.6,134.0,,,19.0,18.5,,,18.5,,,18.5,,,,19.0,,,,,16,136.5,6.,269.8,140,125
7.,57,ZYLA Piotr,POL,91.1,134.0,,,18.5,18.5,,,18.0,,,19.0,,,,19.0,,,,,16,132.8,8.,91.1,133.0,,,18.5,18.5,,,18.5,,,18.5,,,,18.5,,,,,16,132.8,10.,265.6,140,125
8.,64,KOBAYASHI Junshiro,JPN,90.8,137.5,,,18.5,17.5,,,18.0,,,18.5,,,,18.5,,,,,16,137.4,2.,91.1,128.5,,,18.0,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,128.0,12.,265.4,140,125
9.,45,STJERNEN Andreas,NOR,91.7,133.0,,,18.0,18.5,,,18.0,,,18.0,,,,18.5,,,,,16,131.7,9.,91.7,132.5,,,18.5,18.5,,,18.5,,,18.5,,,,18.5,,,,,16,133.2,9.,264.9,140,125
10.,67,TANDE Daniel Andre,NOR,91.7,129.0,,,18.0,18.5,,,18.0,,,18.0,,,,18.0,,,,,16,120.1,21.,91.7,137.0,,,19.0,18.5,,,18.5,,,18.5,,,,18.5,,,,,16,141.4,2.,261.5,140,125
11.,50,AMMANN Simon,SUI,91.0,131.0,,,18.0,17.5,,,17.5,,,18.5,,,,18.0,,,,,16,126.3,16.,91.3,134.5,,,18.0,17.0,,,17.5,,,18.0,,,,18.0,,,,,16,133.9,8.,260.2,140,125
12.,56,GEIGER Karl,GER,91.7,131.5,,,18.5,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,128.2,14.,91.6,132.0,,,18.0,18.0,,,18.5,,,18.5,,,,18.5,,,,,16,129.9,11.,258.1,140,125
13.,52,HULA Stefan,POL,91.3,134.0,,,18.0,18.5,,,18.0,,,18.5,,,,18.5,,,,,16,130.5,11.,91.2,128.5,,,18.5,18.5,,,18.5,,,18.5,,,,18.0,,,,,16,127.5,14.,258.0,140,125
14.,47,PREVC Peter,SLO,91.4,134.0,,,18.5,18.5,,,18.0,,,18.5,,,,18.5,,,,,16,131.7,9.,91.2,127.5,,,18.5,18.5,,,18.5,,,18.0,,,,18.0,,,,,16,123.3,17.,255.0,140,125
15.,60,JOHANSSON Robert,NOR,91.6,131.0,,,18.0,18.5,,,18.0,,,18.0,,,,18.5,,,,,16,130.0,13.,91.5,128.5,,,17.5,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,124.0,16.,254.0,140,125
16.,53,KOT Maciej,POL,91.3,133.5,,,18.5,18.5,,,18.5,,,18.5,,,,18.0,,,,,16,130.4,12.,91.5,126.0,,,18.0,18.0,,,18.0,,,18.0,,,,17.5,,,,,16,122.4,18.,252.8,140,125
17.,59,FANNEMEL Anders,NOR,91.4,128.5,,,18.0,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,124.0,17.,91.2,131.0,,,18.0,17.0,,,18.0,,,17.5,,,,18.0,,,,,16,128.0,12.,252.0,140,125
18.,54,LEYHE Stephan,GER,91.7,129.0,,,18.0,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,122.2,19.,91.7,129.0,,,18.5,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,126.6,15.,248.8,140,125
19.,51,GRANERUD Halvor Egner,NOR,91.3,131.0,,,18.5,18.5,,,18.0,,,18.0,,,,18.5,,,,,16,127.1,15.,91.3,127.5,,,18.0,18.5,,,18.0,,,18.0,,,,18.5,,,,,16,121.4,20.,248.5,140,125
20.,58,KUBACKI Dawid,POL,91.7,129.0,,,18.0,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,122.5,18.,91.7,126.5,,,18.0,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,121.6,19.,244.1,140,125
21.,36,BARTOL Tilen,SLO,90.8,125.0,,,17.5,17.5,,,17.0,,,17.5,,,,17.5,,,,,16,113.8,29.,91.2,125.5,,,18.0,17.5,,,17.5,,,17.5,,,,18.0,,,,,16,120.5,21.,234.3,140,125
22.,62,DAMJAN Jernej,SLO,91.0,125.0,,,18.0,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,117.2,25.,91.0,124.5,,,18.0,17.5,,,18.0,,,18.0,,,,17.5,,,,,16,117.0,22.,234.2,140,125
23.,40,TAKEUCHI Taku,JPN,91.3,126.5,,,18.0,18.0,,,17.5,,,18.0,,,,18.0,,,,,16,118.1,23.,91.2,125.5,,,18.0,18.0,,,18.0,,,18.0,,,,18.0,,,,,16,116.0,23.,234.1,140,125
24.,31,WOLNY Jakub,POL,91.0,130.0,,,17.5,18.0,,,17.5,,,18.0,,,,18.5,,,,,16,121.0,20.,91.1,121.0,,,17.5,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,110.9,26.,231.9,140,125
25.,35,POPPINGER Manuel,AUT,90.8,127.5,,,18.0,17.5,,,17.0,,,18.0,,,,18.0,,,,,16,117.1,26.,91.1,122.5,,,17.5,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,114.4,24.,231.5,140,125
26.,55,FETTNER Manuel,AUT,91.3,126.5,,,17.5,17.5,,,17.5,,,18.0,,,,18.0,,,,,16,118.0,24.,91.1,123.0,,,17.0,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,112.8,25.,230.8,140,125
27.,41,HAYBOECK Michael,AUT,91.4,127.0,,,17.5,18.0,,,17.5,,,18.0,,,,18.0,,,,,16,120.0,22.,91.5,120.0,,,17.5,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,107.3,28.,227.3,140,125
28.,25,PREVC Domen,SLO,91.4,126.5,,,17.5,18.0,,,17.0,,,17.5,,,,18.0,,,,,16,116.0,27.,91.3,121.0,,,17.5,17.5,,,17.0,,,17.5,,,,17.5,,,,,16,109.7,27.,225.7,140,125
29.,46,HUBER Daniel,AUT,91.0,124.0,,,17.5,17.5,,,17.5,,,17.5,,,,17.5,,,,,16,113.9,28.,91.1,115.5,,,17.0,17.0,,,16.5,,,17.0,,,,17.0,,,,,16,100.1,29.,214.0,140,125
30.,32,AALTO Antti,FIN,91.4,126.5,,,17.5,17.5,,,17.0,,,17.5,,,,18.0,,,,,16,113.7,30.,91.5,112.5,,,17.0,17.0,,,16.5,,,17.0,,,,16.5,,,,,16,96.0,30.,209.7,140,125
1.,28,STOCH Kamil,POL,91.1,126.0,18.0,18.0,18.5,,,,18.0,,,,,,,,,18.0,,,11,131.1,4.,91.6,137.0,19.0,19.0,19.0,,,,18.5,,,,,,,,,19.0,,,12,148.6,1.,279.7,137,120
2.,1,FREITAG Richard,GER,91.4,128.5,18.0,18.5,18.5,,,,18.5,,,,,,,,,19.0,,,11,135.2,2.,91.8,127.0,18.0,18.5,18.5,,,,18.0,,,,,,,,,18.0,,,12,140.3,2.,275.5,137,120
3.,6,KUBACKI Dawid,POL,91.9,126.5,18.0,18.5,18.0,,,,18.0,,,,,,,,,18.0,,,11,131.2,3.,92.1,129.0,18.5,18.5,18.5,,,,19.0,,,,,,,,,18.5,,,12,138.9,4.,270.1,137,120
4.,3,KRAFT Stefan,AUT,91.5,132.0,18.0,18.5,18.5,,,,18.0,,,,,,,,,18.5,,,11,135.5,1.,92.0,119.0,17.5,17.5,17.5,,,,17.5,,,,,,,,,17.0,,,12,127.3,9.,262.8,137,120
5.,12,HULA Stefan,POL,91.4,123.0,17.5,17.5,18.5,,,,17.5,,,,,,,,,18.0,,,11,129.5,7.,91.8,120.5,17.5,18.0,17.5,,,,17.5,,,,,,,,,17.5,,,12,129.7,8.,259.2,137,120
6.,2,KOBAYASHI Junshiro,JPN,90.5,126.5,17.5,17.5,17.5,,,,17.5,,,,,,,,,18.0,,,11,122.8,11.,91.6,123.0,18.0,18.0,18.0,,,,18.0,,,,,,,,,17.5,,,12,134.3,5.,257.1,137,120
7.,5,FORFANG Johann Andre,NOR,91.6,114.5,17.5,17.0,16.5,,,,17.0,,,,,,,,,17.0,,,11,115.5,25.,92.1,126.5,18.0,18.0,18.5,,,,18.0,,,,,,,,,18.0,,,12,139.8,3.,255.3,137,120
7.,21,FANNEMEL Anders,NOR,91.2,129.0,17.5,17.5,18.5,,,,16.5,,,,,,,,,18.5,,,11,131.1,4.,91.8,124.5,17.5,17.5,17.0,,,,17.0,,,,,,,,,17.0,,,12,124.2,15.,255.3,137,120
9.,10,EISENBICHLER Markus,GER,91.3,128.5,17.5,17.5,18.5,,,,18.0,,,,,,,,,18.0,,,11,131.0,6.,92.0,117.5,17.0,17.5,17.0,,,,16.5,,,,,,,,,17.0,,,12,124.1,17.,255.1,137,120
10.,14,WELLINGER Andreas,GER,91.8,115.0,17.0,17.0,17.0,,,,16.5,,,,,,,,,17.0,,,11,120.0,17.,92.3,123.0,17.5,17.5,17.5,,,,18.0,,,,,,,,,17.0,,,12,134.0,6.,254.0,137,120
11.,15,JOHANSSON Robert,NOR,92.1,115.0,17.0,17.0,17.0,,,,16.5,,,,,,,,,17.0,,,11,121.1,14.,92.6,122.5,17.5,17.5,17.5,,,,17.5,,,,,,,,,17.0,,,12,132.3,7.,253.4,137,120
12.,9,KOBAYASHI Ryoyu,JPN,91.3,121.5,17.5,17.5,17.5,,,,17.0,,,,,,,,,17.0,,,11,128.0,8.,91.6,118.0,17.5,17.5,17.0,,,,17.0,,,,,,,,,17.0,,,12,124.4,14.,252.4,137,120
13.,35,SCHLIERENZAUER Gregor,AUT,91.4,116.5,17.0,17.5,17.0,,,,17.0,,,,,,,,,17.0,,,11,125.1,10.,91.7,116.5,17.5,17.5,16.5,,,,17.0,,,,,,,,,17.0,,,12,120.9,21.,246.0,137,120
14.,11,DAMJAN Jernej,SLO,90.9,120.5,17.5,17.0,17.5,,,,16.5,,,,,,,,,17.0,,,11,120.8,15.,91.3,118.0,17.5,17.5,17.5,,,,17.0,,,,,,,,,17.0,,,12,124.2,15.,245.0,137,120
15.,27,KOT Maciej,POL,90.9,120.0,17.5,17.5,17.5,,,,17.0,,,,,,,,,17.0,,,11,118.5,20.,91.8,126.0,18.0,17.5,18.0,,,,18.5,,,,,,,,,18.0,,,12,124.8,13.,243.3,137,120
16.,46,BARTOL Tilen,SLO,90.9,116.5,17.5,17.0,17.0,,,,17.0,,,,,,,,,17.0,,,11,116.5,23.,91.1,123.5,17.5,17.5,17.0,,,,17.5,,,,,,,,,17.0,,,12,125.2,12.,241.7,137,120
17.,4,GEIGER Karl,GER,91.6,113.0,17.0,17.0,16.5,,,,16.5,,,,,,,,,17.0,,,11,117.2,22.,92.0,126.0,18.0,18.0,18.0,,,,18.0,,,,,,,,,18.0,,,12,123.9,18.,241.1,137,120
18.,17,AMMANN Simon,SUI,91.4,120.0,16.5,16.5,16.5,,,,16.0,,,,,,,,,16.5,,,11,121.5,13.,91.9,114.5,16.0,17.0,16.0,,,,16.5,,,,,,,,,16.0,,,12,118.9,24.,240.4,137,120
19.,26,JELAR Ziga,SLO,91.2,123.0,17.5,17.5,18.5,,,,17.5,,,,,,,,,17.5,,,11,122.0,12.,92.0,115.0,17.0,17.0,16.5,,,,17.0,,,,,,,,,16.5,,,12,118.1,25.,240.1,137,120
20.,20,TANDE Daniel Andre,NOR,91.8,116.5,17.0,17.0,16.5,,,,17.0,,,,,,,,,17.0,,,11,111.6,27.,92.3,122.5,17.5,17.5,17.0,,,,17.5,,,,,,,,,17.5,,,12,126.1,10.,237.7,137,120
21.,49,TAKEUCHI Taku,JPN,90.8,123.5,17.5,18.0,18.0,,,,17.5,,,,,,,,,17.5,,,11,120.2,16.,91.9,117.0,17.0,17.5,17.0,,,,17.0,,,,,,,,,17.0,,,12,116.3,26.,236.5,137,120
22.,34,DESCHWANDEN Gregor,SUI,91.3,115.0,16.5,16.5,16.5,,,,16.0,,,,,,,,,17.0,,,11,116.4,24.,91.4,119.5,17.0,17.0,16.0,,,,17.0,,,,,,,,,16.5,,,12,119.0,23.,235.4,137,120
23.,22,GRANERUD Halvor Egner,NOR,91.3,118.0,17.0,17.0,16.5,,,,16.0,,,,,,,,,16.5,,,11,114.1,26.,91.7,117.0,17.5,17.0,17.5,,,,17.0,,,,,,,,,17.0,,,12,121.0,20.,235.1,137,120
24.,8,LEYHE Stephan,GER,91.9,109.5,16.5,16.5,16.5,,,,16.5,,,,,,,,,16.5,,,11,107.2,28.,91.7,125.0,18.0,18.0,18.0,,,,18.0,,,,,,,,,18.0,,,12,126.0,11.,233.2,137,120
25.,18,ZYLA Piotr,POL,90.5,127.5,17.5,17.0,17.5,,,,17.0,,,,,,,,,18.0,,,11,127.7,9.,90.8,109.5,15.5,15.0,14.5,,,,15.0,,,,,,,,,14.5,,,12,104.0,27.,231.7,137,120
26.,19,ZAJC Timi,SLO,90.6,115.5,16.5,17.0,17.0,,,,16.5,,,,,,,,,17.0,,,11,105.4,29.,90.9,125.0,17.5,17.5,18.0,,,,17.5,,,,,,,,,18.0,,,12,119.4,22.,224.8,137,120
27.,13,HAYBOECK Michael,AUT,91.4,107.5,16.0,16.5,16.5,,,,15.5,,,,,,,,,16.5,,,11,102.1,30.,91.4,124.0,17.5,18.0,18.0,,,,17.5,,,,,,,,,17.5,,,12,121.9,19.,224.0,137,120
28.,44,SCHMID Constantin,GER,92.0,114.5,17.0,17.0,17.0,,,,16.0,,,,,,,,,17.0,,,11,119.7,18.,91.8,104.0,16.0,16.5,16.0,,,,16.0,,,,,,,,,16.0,,,12,100.4,28.,220.1,137,120
29.,33,LEAROYD Jonathan,FRA,91.5,125.5,16.5,17.0,17.0,,,,17.0,,,,,,,,,17.0,,,11,119.1,19.,91.6,105.5,16.0,16.5,16.0,,,,16.0,,,,,,,,,16.0,,,12,92.6,29.,211.7,137,120
30.,40,KOUDELKA Roman,CZE,91.3,120.5,17.5,17.5,17.5,,,,17.0,,,,,,,,,17.5,,,11,118.2,21.,91.1,105.5,14.5,15.5,16.0,,,,15.0,,,,,,,,,15.5,,,12,91.4,30.,209.6,137,120
1.,6,STOCH Kamil,POL,90.3,135.5,19.0,19.0,19.0,,,,19.0,,,,,,,,,19.5,,,15,137.4,1.,90.8,139.5,19.5,19.0,19.5,,,,19.0,,,,,,,,,19.5,,,16,146.0,1.,283.4,140,125
2.,4,FREITAG Richard,GER,90.8,132.0,18.5,18.5,18.5,,,,18.5,,,,,,,,,19.0,,,15,131.1,6.,91.3,137.0,19.0,19.0,19.0,,,,18.5,,,,,,,,,18.5,,,16,144.7,2.,275.8,140,125
3.,14,FANNEMEL Anders,NOR,90.8,132.5,18.5,18.0,18.5,,,,18.0,,,,,,,,,18.5,,,15,131.3,5.,91.2,136.5,18.5,18.5,18.5,,,,18.0,,,,,,,,,18.5,,,16,138.9,7.,270.2,140,125
4.,5,KOBAYASHI Junshiro,JPN,90.3,137.0,18.5,18.5,18.0,,,,18.5,,,,,,,,,18.5,,,15,135.2,3.,90.7,131.5,18.5,19.0,18.5,,,,18.0,,,,,,,,,18.5,,,16,134.0,14.,269.2,140,125
5.,21,BARTOL Tilen,SLO,90.5,136.0,19.0,18.0,18.5,,,,19.0,,,,,,,,,19.0,,,15,136.0,2.,90.7,133.5,18.5,18.5,18.5,,,,18.5,,,,,,,,,18.5,,,16,132.9,16.,268.9,140,125
6.,11,STJERNEN Andreas,NOR,91.3,132.0,18.0,18.0,18.0,,,,18.5,,,,,,,,,18.5,,,15,128.4,8.,91.8,137.5,18.5,19.0,19.0,,,,19.0,,,,,,,,,19.0,,,16,140.3,5.,268.7,140,125
7.,13,GEIGER Karl,GER,91.3,136.0,18.5,18.5,18.0,,,,19.0,,,,,,,,,19.0,,,15,133.7,4.,91.7,133.5,18.5,18.5,19.0,,,,18.5,,,,,,,,,18.5,,,16,134.5,12.,268.2,140,125
8.,10,PREVC Peter,SLO,91.1,129.0,18.0,18.5,18.0,,,,18.0,,,,,,,,,18.5,,,15,130.2,7.,91.4,138.0,19.5,19.0,19.0,,,,19.0,,,,,,,,,19.0,,,16,136.7,9.,266.9,140,125
9.,1,FORFANG Johann Andre,NOR,91.0,124.0,17.5,17.5,18.0,,,,17.5,,,,,,,,,17.5,,,15,119.2,17.,91.5,138.5,19.0,19.0,18.5,,,,19.0,,,,,,,,,19.0,,,16,144.2,3.,263.4,140,125
10.,20,LEYHE Stephan,GER,91.3,130.5,18.5,18.5,18.5,,,,18.5,,,,,,,,,19.0,,,15,128.4,8.,91.6,137.5,19.0,19.0,19.0,,,,19.5,,,,,,,,,19.5,,,16,134.9,11.,263.3,140,125
11.,15,WELLINGER Andreas,GER,91.3,125.5,18.0,18.0,18.5,,,,18.5,,,,,,,,,17.5,,,15,121.7,14.,91.8,138.0,19.0,19.0,19.0,,,,19.5,,,,,,,,,19.0,,,16,139.5,6.,261.2,140,125
12.,2,KUBACKI Dawid,POL,91.2,126.5,17.5,17.5,18.0,,,,18.0,,,,,,,,,18.0,,,15,126.2,10.,91.7,133.5,18.5,18.5,18.5,,,,19.0,,,,,,,,,18.5,,,16,134.5,12.,260.7,140,125
13.,8,DAMJAN Jernej,SLO,90.5,126.0,17.5,18.0,17.5,,,,17.5,,,,,,,,,17.5,,,15,120.6,16.,91.0,138.0,19.0,18.5,18.5,,,,18.5,,,,,,,,,19.0,,,16,138.7,8.,259.3,140,125
14.,12,EISENBICHLER Markus,GER,90.5,128.5,18.0,18.0,18.0,,,,18.0,,,,,,,,,18.0,,,15,122.1,13.,91.2,136.5,18.5,18.5,18.0,,,,18.0,,,,,,,,,18.5,,,16,136.0,10.,258.1,140,125
15.,23,TANDE Daniel Andre,NOR,91.3,120.5,17.5,17.0,17.0,,,,17.5,,,,,,,,,17.0,,,15,114.3,25.,91.8,139.0,19.0,19.0,18.5,,,,19.0,,,,,,,,,19.0,,,16,142.1,4.,256.4,140,125
16.,31,GRANERUD Halvor Egner,NOR,90.8,132.0,17.5,17.5,18.0,,,,17.5,,,,,,,,,18.0,,,15,124.8,12.,91.5,132.0,18.0,18.5,18.0,,,,17.5,,,,,,,,,18.0,,,16,130.9,18.,255.7,140,125
17.,7,JOHANSSON Robert,NOR,91.3,123.5,17.0,17.0,17.0,,,,17.5,,,,,,,,,17.5,,,15,116.8,22.,91.6,132.0,18.5,18.5,18.5,,,,18.5,,,,,,,,,18.5,,,16,133.7,15.,250.5,140,125
18.,19,KOT Maciej,POL,90.6,129.0,18.0,18.0,18.0,,,,18.0,,,,,,,,,18.0,,,15,121.2,15.,91.4,133.0,18.5,18.5,18.0,,,,18.5,,,,,,,,,18.0,,,16,127.8,19.,249.0,140,125
19.,32,SCHLIERENZAUER Gregor,AUT,90.7,129.5,18.0,18.0,18.0,,,,18.0,,,,,,,,,18.0,,,15,125.5,11.,91.4,127.5,18.0,18.0,17.5,,,,18.0,,,,,,,,,17.5,,,16,122.2,25.,247.7,140,125
20.,30,HAYBOECK Michael,AUT,91.0,125.0,18.0,17.5,18.0,,,,18.0,,,,,,,,,17.5,,,15,119.1,18.,91.7,130.0,18.0,18.0,18.0,,,,18.0,,,,,,,,,18.0,,,16,126.2,20.,245.3,140,125
21.,34,JELAR Ziga,SLO,90.5,125.5,18.0,17.5,17.5,,,,18.0,,,,,,,,,18.0,,,15,119.1,18.,91.0,124.0,18.0,17.5,18.0,,,,18.0,,,,,,,,,17.5,,,16,119.5,27.,238.6,140,125
22.,16,ZAJC Timi,SLO,90.3,118.5,17.0,17.0,17.0,,,,17.0,,,,,,,,,17.0,,,15,105.1,30.,90.6,134.0,18.0,18.0,18.5,,,,18.5,,,,,,,,,18.5,,,16,132.3,17.,237.4,140,125
23.,26,TAKEUCHI Taku,JPN,90.4,124.5,17.5,17.0,17.5,,,,17.5,,,,,,,,,17.5,,,15,114.4,24.,91.2,126.5,18.0,18.0,18.0,,,,18.0,,,,,,,,,17.5,,,16,122.8,23.,237.2,140,125
24.,38,SCHMID Constantin,GER,91.1,128.5,18.0,18.0,18.0,,,,18.5,,,,,,,,,18.0,,,15,118.7,21.,91.7,124.0,17.5,17.5,18.0,,,,18.0,,,,,,,,,17.5,,,16,117.6,28.,236.3,140,125
25.,24,ZYLA Piotr,POL,90.4,122.5,17.5,17.0,17.5,,,,17.0,,,,,,,,,17.0,,,15,113.1,26.,90.9,126.0,17.5,17.0,17.5,,,,17.5,,,,,,,,,17.5,,,16,120.6,26.,233.7,140,125
26.,42,KLIMOV Evgeniy,RUS,91.0,119.5,16.0,17.0,17.0,,,,17.0,,,,,,,,,17.0,,,15,109.3,28.,91.5,130.0,18.0,18.0,18.0,,,,18.0,,,,,,,,,18.0,,,16,124.1,21.,233.4,140,125
27.,3,HULA Stefan,POL,90.9,119.5,17.0,16.5,17.5,,,,17.0,,,,,,,,,17.0,,,15,110.1,27.,91.2,126.0,17.5,17.5,17.5,,,,17.5,,,,,,,,,17.5,,,16,123.1,22.,233.2,140,125
